geosot	id
01000101101100	11835
01000101101110	11836
01000111000100	11837
01000111000110	11838
01000111001100	11839
01000111001110	11840
01000111100100	11841
01000111100110	11842
01000111101100	11843
01000111101110	11844
01001101000100	11845
01001101000110	11846
01001101001100	11847
01001101001110	11848
01001101100100	11849
01001101100110	11850
01001101101100	11851
11001101101001	11852
11001101100011	11853
11001101100001	11854
11001101001011	11855
11001101001001	11856
11001101000011	11857
11001101000001	11858
11000111101011	11859
11000111101001	11860
11000111100011	11861
11000111100001	11862
11000111001011	11863
11000111001001	11864
11000111000011	11865
11000111000001	11866
11000101101011	11867
11000101101001	11868
11000101100011	11869
11000101100001	11870
11000101001011	11871
11000101001001	11872
11000101000011	11873
11000101000001	11874
01000101000001	11875
01000101000011	11876
01000101001001	11877
01000101001011	11878
01000101100001	11879
01000101100011	11880
01000101101001	11881
01000101101011	11882
01000111000001	11883
01000111000011	11884
01000111001001	11885
01000111001011	11886
01000111100001	11887
01000111100011	11888
01000111101001	11889
01000111101011	11890
01001101000001	11891
01001101000011	11892
01001101001001	11893
01001101001011	11894
01001101100001	11895
01001101100011	11896
01001101101001	11897
11001101101000	11898
11001101100010	11899
11001101100000	11900
11001101001010	11901
11001101001000	11902
11001101000010	11903
11001101000000	11904
11000111101010	11905
11000111101000	11906
11000111100010	11907
11000111100000	11908
11000111001010	11909
11000111001000	11910
11000111000010	11911
11000111000000	11912
11000101101010	11913
11000101101000	11914
11000101100010	11915
11000101100000	11916
11000101001010	11917
11000101001000	11918
11000101000010	11919
11000101000000	11920
01000101000000	11921
01000101000010	11922
01000101001000	11923
01000101001010	11924
01000101100000	11925
01000101100010	11926
01000101101000	11927
01000101101010	11928
01000111000000	11929
01000111000010	11930
01000111001000	11931
01000111001010	11932
01000111100000	11933
01000111100010	11934
01000111101000	11935
01000111101010	11936
01001101000000	11937
01001101000010	11938
01001101001000	11939
01001101001010	11940
01001101100000	11941
01001101100010	11942
01001101101000	11943
11001100111101	11944
11001100110111	11945
11001100110101	11946
11001100011111	11947
11001100011101	11948
11001100010111	11949
11001100010101	11950
11000110111111	11951
11000110111101	11952
11000110110111	11953
11000110110101	11954
11000110011111	11955
11000110011101	11956
11000110010111	11957
11000110010101	11958
11000100111111	11959
11000100111101	11960
11000100110111	11961
11000100110101	11962
11000100011111	11963
11000100011101	11964
11000100010111	11965
11000100010101	11966
01000100010101	11967
01000100010111	11968
01000100011101	11969
01000100011111	11970
01000100110101	11971
01000100110111	11972
01000100111101	11973
01000100111111	11974
01000110010101	11975
01000110010111	11976
01000110011101	11977
01000110011111	11978
01000110110101	11979
01000110110111	11980
01000110111101	11981
01000110111111	11982
01001100010101	11983
01001100010111	11984
01001100011101	11985
01001100011111	11986
01001100110101	11987
01001100110111	11988
01001100111101	11989
11001100111100	11990
11001100110110	11991
11001100110100	11992
11001100011110	11993
11001100011100	11994
11001100010110	11995
11001100010100	11996
11000110111110	11997
11000110111100	11998
11000110110110	11999
11000110110100	12000
11000110011110	12001
11000110011100	12002
11000110010110	12003
11000110010100	12004
11000100111110	12005
11000100111100	12006
11000100110110	12007
11000100110100	12008
11000100011110	12009
11000100011100	12010
11000100010110	12011
11000100010100	12012
01000100010100	12013
01000100010110	12014
01000100011100	12015
01000100011110	12016
01000100110100	12017
01000100110110	12018
01000100111100	12019
01000100111110	12020
01000110010100	12021
01000110010110	12022
01000110011100	12023
01000110011110	12024
01000110110100	12025
01000110110110	12026
01000110111100	12027
01000110111110	12028
01001100010100	12029
01001100010110	12030
01001100011100	12031
01001100011110	12032
01001100110100	12033
01001100110110	12034
01001100111100	12035
11001100111001	12036
11001100110011	12037
11001100110001	12038
11001100011011	12039
11001100011001	12040
11001100010011	12041
11001100010001	12042
11000110111011	12043
11000110111001	12044
11000110110011	12045
11000110110001	12046
11000110011011	12047
11000110011001	12048
11000110010011	12049
11000110010001	12050
11000100111011	12051
11000100111001	12052
11000100110011	12053
11000100110001	12054
11000100011011	12055
11000100011001	12056
11000100010011	12057
11000100010001	12058
01000100010001	12059
01000100010011	12060
01000100011001	12061
01000100011011	12062
01000100110001	12063
01000100110011	12064
01000100111001	12065
01000100111011	12066
01000110010001	12067
01000110010011	12068
01000110011001	12069
01000110011011	12070
01000110110001	12071
01000110110011	12072
01000110111001	12073
01000110111011	12074
01001100010001	12075
01001100010011	12076
01001100011001	12077
01001100011011	12078
01001100110001	12079
01001100110011	12080
01001100111001	12081
11001100111000	12082
11001100110010	12083
11001100110000	12084
11001100011010	12085
11001100011000	12086
11001100010010	12087
11001100010000	12088
11000110111010	12089
11000110111000	12090
11000110110010	12091
11000110110000	12092
11000110011010	12093
11000110011000	12094
11000110010010	12095
11000110010000	12096
11000100111010	12097
11000100111000	12098
11000100110010	12099
11000100110000	12100
11000100011010	12101
11000100011000	12102
11000100010010	12103
11000100010000	12104
01000100010000	12105
01000100010010	12106
01000100011000	12107
01000100011010	12108
01000100110000	12109
01000100110010	12110
01000100111000	12111
01000100111010	12112
01000110010000	12113
01000110010010	12114
01000110011000	12115
01000110011010	12116
01000110110000	12117
01000110110010	12118
01000110111000	12119
01000110111010	12120
01001100010000	12121
01001100010010	12122
01001100011000	12123
01001100011010	12124
01001100110000	12125
01001100110010	12126
01001100111000	12127
11001100101101	12128
11001100100111	12129
11001100100101	12130
11001100001111	12131
11001100001101	12132
11001100000111	12133
11001100000101	12134
11000110101111	12135
11000110101101	12136
11000110100111	12137
11000110100101	12138
11000110001111	12139
11000110001101	12140
11000110000111	12141
11000110000101	12142
11000100101111	12143
11000100101101	12144
11000100100111	12145
11000100100101	12146
11000100001111	12147
11000100001101	12148
11000100000111	12149
11000100000101	12150
01000100000101	12151
01000100000111	12152
01000100001101	12153
01000100001111	12154
01000100100101	12155
01000100100111	12156
01000100101101	12157
01000100101111	12158
01000110000101	12159
01000110000111	12160
01000110001101	12161
01000110001111	12162
01000110100101	12163
01000110100111	12164
01000110101101	12165
01000110101111	12166
01001100000101	12167
01001100000111	12168
01001100001101	12169
01001100001111	12170
01001100100101	12171
01001100100111	12172
01001100101101	12173
11001100101100	12174
11001100100110	12175
11001100100100	12176
11001100001110	12177
11001100001100	12178
11001100000110	12179
11001100000100	12180
11000110101110	12181
11000110101100	12182
11000110100110	12183
11000110100100	12184
11000110001110	12185
11000110001100	12186
11000110000110	12187
11000110000100	12188
11000100101110	12189
11000100101100	12190
11000100100110	12191
11000100100100	12192
11000100001110	12193
11000100001100	12194
11000100000110	12195
11000100000100	12196
01000100000100	12197
01000100000110	12198
01000100001100	12199
01000100001110	12200
01000100100100	12201
01000100100110	12202
01000100101100	12203
01000100101110	12204
01000110000100	12205
01000110000110	12206
01000110001100	12207
01000110001110	12208
01000110100100	12209
01000110100110	12210
01000110101100	12211
01000110101110	12212
01001100000100	12213
01001100000110	12214
01001100001100	12215
01001100001110	12216
01001100100100	12217
01001100100110	12218
01001100101100	12219
11001100101001	12220
11001100100011	12221
11001100100001	12222
11001100001011	12223
11001100001001	12224
11001100000011	12225
11001100000001	12226
11000110101011	12227
11000110101001	12228
11000110100011	12229
11000110100001	12230
11000110001011	12231
11000110001001	12232
11000110000011	12233
11000110000001	12234
11000100101011	12235
11000100101001	12236
11000100100011	12237
11000100100001	12238
11000100001011	12239
11000100001001	12240
11000100000011	12241
11000100000001	12242
01000100000001	12243
01000100000011	12244
01000100001001	12245
01000100001011	12246
01000100100001	12247
01000100100011	12248
01000100101001	12249
01000100101011	12250
01000110000001	12251
01000110000011	12252
01000110001001	12253
01000110001011	12254
01000110100001	12255
01000110100011	12256
01000110101001	12257
01000110101011	12258
01001100000001	12259
01001100000011	12260
01001100001001	12261
01001100001011	12262
01001100100001	12263
01001100100011	12264
01001100101001	12265
11001100101000	12266
11001100100010	12267
11001100100000	12268
11001100001010	12269
11001100001000	12270
11001100000010	12271
11001100000000	12272
11000110101010	12273
11000110101000	12274
11000110100010	12275
11000110100000	12276
11000110001010	12277
11000110001000	12278
11000110000010	12279
11000110000000	12280
11000100101010	12281
11000100101000	12282
11000100100010	12283
11000100100000	12284
11000100001010	12285
11000100001000	12286
11000100000010	12287
11000100000000	12288
01000100000000	12289
01000100000010	12290
01000100001000	12291
01000100001010	12292
01000100100000	12293
01000100100010	12294
01000100101000	12295
01000100101010	12296
01000110000000	12297
01000110000010	12298
01000110001000	12299
01000110001010	12300
01000110100000	12301
01000110100010	12302
01000110101000	12303
01000110101010	12304
01001100000000	12305
01001100000010	12306
01001100001000	12307
01001100001010	12308
01001100100000	12309
01001100100010	12310
01001100101000	12311
11001001111101	12312
11001001110111	12313
11001001110101	12314
11001001011111	12315
11001001011101	12316
11001001010111	12317
11001001010101	12318
11000011111111	12319
11000011111101	12320
11000011110111	12321
11000011110101	12322
11000011011111	12323
11000011011101	12324
11000011010111	12325
11000011010101	12326
11000001111111	12327
11000001111101	12328
11000001110111	12329
11000001110101	12330
11000001011111	12331
11000001011101	12332
11000001010111	12333
11000001010101	12334
01000001010101	12335
01000001010111	12336
01000001011101	12337
01000001011111	12338
01000001110101	12339
01000001110111	12340
01000001111101	12341
01000001111111	12342
01000011010101	12343
01000011010111	12344
01000011011101	12345
01000011011111	12346
01000011110101	12347
01000011110111	12348
01000011111101	12349
01000011111111	12350
01001001010101	12351
01001001010111	12352
01001001011101	12353
01001001011111	12354
01001001110101	12355
01001001110111	12356
01001001111101	12357
11001001111100	12358
11001001110110	12359
11001001110100	12360
11001001011110	12361
11001001011100	12362
11001001010110	12363
11001001010100	12364
11000011111110	12365
11000011111100	12366
11000011110110	12367
11000011110100	12368
11000011011110	12369
11000011011100	12370
11000011010110	12371
11000011010100	12372
11000001111110	12373
11000001111100	12374
11000001110110	12375
11000001110100	12376
11000001011110	12377
11000001011100	12378
11000001010110	12379
11000001010100	12380
01000001010100	12381
01000001010110	12382
01000001011100	12383
01000001011110	12384
01000001110100	12385
01000001110110	12386
01000001111100	12387
01000001111110	12388
01000011010100	12389
01000011010110	12390
01000011011100	12391
01000011011110	12392
01000011110100	12393
01000011110110	12394
01000011111100	12395
01000011111110	12396
01001001010100	12397
01001001010110	12398
01001001011100	12399
01001001011110	12400
01001001110100	12401
01001001110110	12402
01001001111100	12403
11001001111001	12404
11001001110011	12405
11001001110001	12406
11001001011011	12407
11001001011001	12408
11001001010011	12409
11001001010001	12410
11000011111011	12411
11000011111001	12412
11000011110011	12413
11000011110001	12414
11000011011011	12415
11000011011001	12416
11000011010011	12417
11000011010001	12418
11000001111011	12419
11000001111001	12420
11000001110011	12421
11000001110001	12422
11000001011011	12423
11000001011001	12424
11000001010011	12425
11000001010001	12426
01000001010001	12427
01000001010011	12428
01000001011001	12429
01000001011011	12430
01000001110001	12431
01000001110011	12432
01000001111001	12433
01000001111011	12434
01000011010001	12435
01000011010011	12436
01000011011001	12437
01000011011011	12438
01000011110001	12439
01000011110011	12440
01000011111001	12441
01000011111011	12442
01001001010001	12443
01001001010011	12444
01001001011001	12445
01001001011011	12446
01001001110001	12447
01001001110011	12448
01001001111001	12449
11001001111000	12450
11001001110010	12451
11001001110000	12452
11001001011010	12453
11001001011000	12454
11001001010010	12455
11001001010000	12456
11000011111010	12457
11000011111000	12458
11000011110010	12459
11000011110000	12460
11000011011010	12461
11000011011000	12462
11000011010010	12463
11000011010000	12464
11000001111010	12465
11000001111000	12466
11000001110010	12467
11000001110000	12468
11000001011010	12469
11000001011000	12470
11000001010010	12471
11000001010000	12472
01000001010000	12473
01000001010010	12474
01000001011000	12475
01000001011010	12476
01000001110000	12477
01000001110010	12478
01000001111000	12479
01000001111010	12480
01000011010000	12481
01000011010010	12482
01000011011000	12483
01000011011010	12484
01000011110000	12485
01000011110010	12486
01000011111000	12487
01000011111010	12488
01001001010000	12489
01001001010010	12490
01001001011000	12491
01001001011010	12492
01001001110000	12493
01001001110010	12494
01001001111000	12495
11001001101101	12496
11001001100111	12497
11001001100101	12498
11001001001111	12499
11001001001101	12500
11001001000111	12501
11001001000101	12502
11000011101111	12503
11000011101101	12504
11000011100111	12505
11000011100101	12506
11000011001111	12507
11000011001101	12508
11000011000111	12509
11000011000101	12510
11000001101111	12511
11000001101101	12512
11000001100111	12513
11000001100101	12514
11000001001111	12515
11000001001101	12516
11000001000111	12517
11000001000101	12518
01000001000101	12519
01000001000111	12520
01000001001101	12521
01000001001111	12522
01000001100101	12523
01000001100111	12524
01000001101101	12525
01000001101111	12526
01000011000101	12527
01000011000111	12528
01000011001101	12529
01000011001111	12530
